oil_gas,district,lease_no,gas_mcf_d,oil_bbl_d,window,months_present
O,10,24638,0.0,0.0,202512-202605,0
O,10,33714,0.0,0.0,202512-202605,0
O,09,11743,0.0,0.0,202512-202605,0
O,09,14071,0.0,0.0,202512-202605,0
O,10,29181,0.0,0.0,202512-202605,0
O,10,31207,0.0,0.0,202512-202605,0
O,10,32110,0.0,0.0,202512-202605,0
O,10,33707,0.0,0.0,202512-202605,0
O,10,43546,0.0,0.0,202512-202605,0
O,10,00322,0.0,0.0,202512-202605,0
O,10,41339,0.0,0.0,202512-202605,0
O,09,14082,0.0,0.0,202512-202605,0
O,10,09348,0.0,0.0,202512-202605,0
O,10,28343,0.0,0.0,202512-202605,0
O,10,22948,0.0,0.0,202512-202605,0
O,10,47578,0.0,0.0,202512-202605,0
O,09,03075,0.0,0.0,202512-202605,0
O,09,12184,0.0,0.0,202512-202605,0
O,10,46666,0.0,0.0,202512-202605,0
O,10,36898,0.0,0.0,202512-202605,0
O,10,45274,0.0,0.0,202512-202605,0
O,10,39692,0.0,0.0,202512-202605,0
O,10,42077,0.0,0.0,202512-202605,0
O,10,44212,0.0,0.0,202512-202605,0
O,10,32741,0.0,0.0,202512-202605,0
O,10,38281,0.0,0.0,202512-202605,0
O,10,42703,0.0,0.0,202512-202605,0
O,10,34539,0.0,0.0,202512-202605,0
O,10,45382,0.0,0.0,202512-202605,0
O,10,43872,0.0,0.0,202512-202605,0
O,10,40300,0.0,0.0,202512-202605,0
O,10,44998,0.0,0.0,202512-202605,0
O,10,27936,0.0,0.0,202512-202605,0
O,10,40525,0.0,0.0,202512-202605,0
O,09,16407,0.0,0.0,202512-202605,0
O,10,36749,0.0,0.0,202512-202605,0
O,10,43208,0.0,0.0,202512-202605,0
O,10,44842,0.0,0.0,202512-202605,0
O,10,45150,0.0,0.0,202512-202605,0
O,10,44872,0.0,0.0,202512-202605,0
O,09,05525,0.0,0.0,202512-202605,0
O,10,20411,0.0,0.0,202512-202605,0
O,10,46196,0.0,0.0,202512-202605,0
O,10,42718,0.0,0.0,202512-202605,0
O,10,07288,0.0,0.0,202512-202605,0
O,09,19233,0.0,0.0,202512-202605,0
O,10,44720,0.0,0.0,202512-202605,0
O,09,17087,0.0,0.0,202512-202605,0
O,09,07248,0.0,0.0,202512-202605,0
O,10,46379,0.0,0.0,202512-202605,0
O,10,43955,0.0,0.0,202512-202605,0
O,10,44228,0.0,0.0,202512-202605,0
O,10,45786,0.0,0.0,202512-202605,0
O,09,07350,0.0,0.0,202512-202605,0
O,09,19234,0.0,0.0,202512-202605,0
O,10,43789,0.0,0.0,202512-202605,0
O,10,36726,0.0,0.0,202512-202605,0
O,10,44815,0.0,0.0,202512-202605,0
G,10,153023,0.0,0.0,202512-202605,0
G,10,279226,0.0,0.0,202512-202605,0
G,10,133450,0.0,0.0,202512-202605,0
G,10,279249,0.0,0.0,202512-202605,0
G,10,279304,0.0,0.0,202512-202605,0
G,10,204214,0.0,0.0,202512-202605,0
G,10,279492,0.0,0.0,202512-202605,0
G,10,279044,0.0,0.0,202512-202605,0
G,10,279271,0.0,0.0,202512-202605,0
G,10,279239,0.0,0.0,202512-202605,0
G,10,204978,0.0,0.0,202512-202605,0
G,10,282631,0.0,0.0,202512-202605,0
G,10,280783,0.0,0.0,202512-202605,0
G,10,277612,0.0,0.0,202512-202605,0
O,10,39639,0.0,0.0,202512-202605,0
O,10,37384,0.0,0.0,202512-202605,0
O,11,61640,0.0,0.0,202512-202605,0
O,09,19049,0.0,0.0,202512-202605,0
O,10,47541,0.0,0.0,202512-202605,0
O,10,44585,0.0,0.0,202512-202605,0
O,10,24952,0.0,0.0,202512-202605,0
O,10,37952,0.0,0.0,202512-202605,0
O,10,45240,0.0,0.0,202512-202605,0
O,10,42479,0.0,0.0,202512-202605,0
O,10,46968,0.0,0.0,202512-202605,0
O,10,42159,0.0,0.0,202512-202605,0
O,10,04516,0.0,0.0,202512-202605,0
O,09,15518,0.0,0.0,202512-202605,0
O,10,25111,0.0,0.0,202512-202605,0
O,10,43124,0.0,0.0,202512-202605,0
O,10,39877,0.0,0.0,202512-202605,0
O,10,35400,0.0,0.0,202512-202605,0
O,10,46643,0.0,0.0,202512-202605,0
O,09,07449,0.0,0.0,202512-202605,0
O,09,14581,0.0,0.0,202512-202605,0
O,10,41986,0.0,0.0,202512-202605,0
O,09,16206,0.0,0.0,202512-202605,0
O,10,46375,0.0,0.0,202512-202605,0
O,10,46388,0.0,0.0,202512-202605,0
O,10,36115,0.0,0.0,202512-202605,0
O,10,45998,0.0,0.0,202512-202605,0
O,10,21719,0.0,0.0,202512-202605,0
O,10,45751,0.0,0.0,202512-202605,0
O,10,39538,0.0,0.0,202512-202605,0
O,10,39975,0.0,0.0,202512-202605,0
O,10,42125,0.0,0.0,202512-202605,0
O,10,42475,0.0,0.0,202512-202605,0
O,10,22068,0.0,0.0,202512-202605,0
O,10,46780,0.0,0.0,202512-202605,0
O,10,39755,0.0,0.0,202512-202605,0
O,10,42108,0.0,0.0,202512-202605,0
O,10,34473,0.0,0.0,202512-202605,0
O,10,40154,0.0,0.0,202512-202605,0
O,10,46242,0.0,0.0,202512-202605,0
G,10,020623,0.0,0.0,202512-202605,0
O,10,17101,0.0,0.0,202512-202605,0
O,10,40728,0.0,0.0,202512-202605,0
G,10,207478,0.0,0.0,202512-202605,0
G,10,270688,0.0,0.0,202512-202605,0
O,10,37653,0.0,0.0,202512-202605,0
O,10,37181,0.0,0.0,202512-202605,0
O,10,37652,0.0,0.0,202512-202605,0
O,10,46203,0.0,0.0,202512-202605,0
O,10,27361,0.0,0.0,202512-202605,0
O,09,03351,0.0,0.0,202512-202605,0
O,10,16672,0.0,0.0,202512-202605,0
O,10,38649,0.0,0.0,202512-202605,0
O,10,12380,0.0,0.0,202512-202605,0
O,10,37654,0.0,0.0,202512-202605,0
O,10,38492,0.0,0.0,202512-202605,0
O,10,37651,0.0,0.0,202512-202605,0
O,10,37658,0.0,0.0,202512-202605,0
O,10,33655,0.0,0.0,202512-202605,0
G,10,183320,0.0,0.0,202512-202605,0
G,10,065444,0.0,0.0,202512-202605,0
G,10,163451,0.0,0.0,202512-202605,0
G,10,160927,0.0,0.0,202512-202605,0
G,10,134498,0.0,0.0,202512-202605,0
G,10,076139,0.0,0.0,202512-202605,0
O,10,27300,0.0,0.0,202512-202605,0
O,10,31546,0.0,0.0,202512-202605,0
O,10,08595,0.0,0.0,202512-202605,0
O,10,28447,0.0,0.0,202512-202605,0
O,10,15689,0.0,0.0,202512-202605,0
O,10,37311,0.0,0.0,202512-202605,0
O,10,23512,0.0,0.0,202512-202605,0
O,10,35938,0.0,0.0,202512-202605,0
O,10,40789,0.0,0.0,202512-202605,0
O,10,38774,0.0,0.0,202512-202605,0
G,10,135426,0.0,0.0,202512-202605,0
G,10,135427,0.0,0.0,202512-202605,0
G,10,190203,0.0,0.0,202512-202605,0
G,10,207951,0.0,0.0,202512-202605,0
O,10,36340,0.0,0.0,202512-202605,0
O,10,28448,0.0,0.0,202512-202605,0
O,10,37702,0.0,0.0,202512-202605,0
O,10,36721,0.0,0.0,202512-202605,0
O,10,39291,0.0,0.0,202512-202605,0
G,10,275066,0.0,0.0,202512-202605,0
G,10,225841,0.0,0.0,202512-202605,0
G,10,030687,0.0,0.0,202512-202605,0
G,10,133265,0.0,0.0,202512-202605,0
G,10,021076,0.0,0.0,202512-202605,0
G,10,091335,0.0,0.0,202512-202605,0
G,10,210257,0.0,0.0,202512-202605,0
G,10,133615,0.0,0.0,202512-202605,0
G,10,033618,0.0,0.0,202512-202605,0
G,10,077173,0.0,0.0,202512-202605,0
G,10,178883,0.0,0.0,202512-202605,0
O,10,36180,0.0,0.0,202512-202605,0
O,10,20919,0.0,0.0,202512-202605,0
O,10,23131,0.0,0.0,202512-202605,0
O,10,22824,0.0,0.0,202512-202605,0
O,10,44752,0.0,0.0,202512-202605,0
O,10,31538,0.0,0.0,202512-202605,0
O,10,33093,0.0,0.0,202512-202605,0
O,10,38959,0.0,0.0,202512-202605,0
O,10,32126,0.0,0.0,202512-202605,0
O,10,34354,0.0,0.0,202512-202605,0
O,10,22950,0.0,0.0,202512-202605,0
O,09,11208,0.0,0.0,202512-202605,0
O,10,25731,0.0,0.0,202512-202605,0
O,10,25451,0.0,0.0,202512-202605,0
O,10,24110,0.0,0.0,202512-202605,0
O,10,24978,0.0,0.0,202512-202605,0
O,10,04023,0.0,0.0,202512-202605,0
O,09,17724,0.0,0.0,202512-202605,0
O,10,25385,0.0,0.0,202512-202605,0
G,10,130579,0.0,0.0,202512-202605,0
G,10,277994,0.0,0.0,202512-202605,0
G,10,278548,0.0,0.0,202512-202605,0
G,10,176618,0.0,0.0,202512-202605,0
G,10,086042,0.0,0.0,202512-202605,0
G,10,097297,0.0,0.0,202512-202605,0
G,10,107162,0.0,0.0,202512-202605,0
G,10,211743,0.0,0.0,202512-202605,0
G,10,211746,0.0,0.0,202512-202605,0
G,10,053515,0.0,0.0,202512-202605,0
O,10,39307,0.0,0.0,202512-202605,0
O,09,18609,0.0,0.0,202512-202605,0
O,10,38131,0.0,0.0,202512-202605,0
O,10,29205,0.0,0.0,202512-202605,0
O,10,34216,0.0,0.0,202512-202605,0
O,10,37655,0.0,0.0,202512-202605,0
O,10,44646,0.0,0.0,202512-202605,0
O,10,45137,0.0,0.0,202512-202605,0
O,10,39186,0.0,0.0,202512-202605,0
O,10,40452,0.0,0.0,202512-202605,0
O,10,45487,0.0,0.0,202512-202605,0
O,10,35683,0.0,0.0,202512-202605,0
O,10,20567,0.0,0.0,202512-202605,0
O,10,42715,0.0,0.0,202512-202605,0
O,09,18764,0.0,0.0,202512-202605,0
O,10,25844,0.0,0.0,202512-202605,0
O,10,26113,0.0,0.0,202512-202605,0
O,10,44082,0.0,0.0,202512-202605,0
O,10,45256,0.0,0.0,202512-202605,0
O,10,08065,0.0,0.0,202512-202605,0
O,10,34626,0.0,0.0,202512-202605,0
O,10,38187,0.0,0.0,202512-202605,0
O,10,35636,0.0,0.0,202512-202605,0
O,10,45119,0.0,0.0,202512-202605,0
O,10,43189,0.0,0.0,202512-202605,0
G,10,019593,0.0,0.0,202512-202605,0
G,10,216722,0.0,0.0,202512-202605,0
G,10,050616,0.0,0.0,202512-202605,0
G,10,214633,0.0,0.0,202512-202605,0
G,10,088764,0.0,0.0,202512-202605,0
G,10,183365,0.0,0.0,202512-202605,0
G,10,154204,0.0,0.0,202512-202605,0
G,10,210003,0.0,0.0,202512-202605,0
G,10,274131,0.0,0.0,202512-202605,0
G,10,278686,0.0,0.0,202512-202605,0
G,10,182629,0.0,0.0,202512-202605,0
O,10,24509,0.0,0.0,202512-202605,0
O,10,33504,0.0,0.0,202512-202605,0
O,10,21447,0.0,0.0,202512-202605,0
O,10,47074,0.0,0.0,202512-202605,0
O,09,06173,0.0,0.0,202512-202605,0
O,09,13914,0.0,0.0,202512-202605,0
O,09,18340,0.0,0.0,202512-202605,0
O,09,09663,0.0,0.0,202512-202605,0
O,09,14220,0.0,0.0,202512-202605,0
O,09,11854,0.0,0.0,202512-202605,0
O,10,22945,0.0,0.0,202512-202605,0
O,09,14023,0.0,0.0,202512-202605,0
O,09,14204,0.0,0.0,202512-202605,0
O,10,37032,0.0,0.0,202512-202605,0
O,09,16595,0.0,0.0,202512-202605,0
O,09,16852,0.0,0.0,202512-202605,0
O,09,16858,0.0,0.0,202512-202605,0
O,09,14185,0.0,0.0,202512-202605,0
O,10,44783,0.0,0.0,202512-202605,0
O,10,30461,0.0,0.0,202512-202605,0
O,09,15355,0.0,0.0,202512-202605,0
O,09,16571,0.0,0.0,202512-202605,0
O,09,04166,0.0,0.0,202512-202605,0
O,09,06613,0.0,0.0,202512-202605,0
O,09,17585,0.0,0.0,202512-202605,0
O,10,38714,0.0,0.0,202512-202605,0
O,09,06729,0.0,0.0,202512-202605,0
O,09,06270,0.0,0.0,202512-202605,0
O,09,12894,0.0,0.0,202512-202605,0
O,09,09736,0.0,0.0,202512-202605,0
O,09,05457,0.0,0.0,202512-202605,0
O,09,07512,0.0,0.0,202512-202605,0
O,10,20870,0.0,0.0,202512-202605,0
O,09,14246,0.0,0.0,202512-202605,0
O,09,17280,0.0,0.0,202512-202605,0
O,09,17512,0.0,0.0,202512-202605,0
O,09,14009,0.0,0.0,202512-202605,0
O,09,10108,0.0,0.0,202512-202605,0
O,09,17983,0.0,0.0,202512-202605,0
O,09,14667,0.0,0.0,202512-202605,0
O,09,14180,0.0,0.0,202512-202605,0
O,10,32436,0.0,0.0,202512-202605,0
O,09,16728,0.0,0.0,202512-202605,0
O,09,05613,0.0,0.0,202512-202605,0
O,09,18439,0.0,0.0,202512-202605,0
O,10,20203,0.0,0.0,202512-202605,0
O,09,16887,0.0,0.0,202512-202605,0
O,10,15286,0.0,0.0,202512-202605,0
O,10,38053,0.0,0.0,202512-202605,0
O,10,34549,0.0,0.0,202512-202605,0
G,10,173519,0.0,0.0,202512-202605,0
G,10,148489,0.0,0.0,202512-202605,0
G,10,073335,0.0,0.0,202512-202605,0
G,10,170923,0.0,0.0,202512-202605,0
G,10,214414,0.0,0.0,202512-202605,0
G,10,261392,0.0,0.0,202512-202605,0
G,10,063672,0.0,0.0,202512-202605,0
G,10,193889,0.0,0.0,202512-202605,0
G,10,072001,0.0,0.0,202512-202605,0
G,10,223207,0.0,0.0,202512-202605,0
G,10,202734,0.0,0.0,202512-202605,0
G,10,190869,0.0,0.0,202512-202605,0
G,10,219604,0.0,0.0,202512-202605,0
O,10,48169,0.0,0.0,202512-202605,0
O,10,40902,0.0,0.0,202512-202605,0
O,10,46528,0.0,0.0,202512-202605,0
O,10,40608,0.0,0.0,202512-202605,0
O,10,46380,0.0,0.0,202512-202605,0
O,09,18901,0.0,0.0,202512-202605,0
O,10,41448,0.0,0.0,202512-202605,0
O,10,32291,0.0,0.0,202512-202605,0
O,10,42958,0.0,0.0,202512-202605,0
O,10,45709,0.0,0.0,202512-202605,0
O,10,30904,0.0,0.0,202512-202605,0
O,10,42136,0.0,0.0,202512-202605,0
O,10,44368,0.0,0.0,202512-202605,0
O,10,39249,0.0,0.0,202512-202605,0
O,10,33174,0.0,0.0,202512-202605,0
O,10,45272,0.0,0.0,202512-202605,0
O,10,43297,0.0,0.0,202512-202605,0
O,10,37097,0.0,0.0,202512-202605,0
G,10,129838,0.0,0.0,202512-202605,0
G,10,218063,0.0,0.0,202512-202605,0
O,10,21765,0.0,0.0,202512-202605,0
O,10,22756,0.0,0.0,202512-202605,0
O,10,31188,0.0,0.0,202512-202605,0
O,10,21075,0.0,0.0,202512-202605,0
O,10,21972,0.0,0.0,202512-202605,0
O,10,24034,0.0,0.0,202512-202605,0
O,10,37462,0.0,0.0,202512-202605,0
O,10,27062,0.0,0.0,202512-202605,0
O,10,38147,0.0,0.0,202512-202605,0
O,10,22025,0.0,0.0,202512-202605,0
O,10,39835,0.0,0.0,202512-202605,0
O,10,29349,0.0,0.0,202512-202605,0
O,10,38855,0.0,0.0,202512-202605,0
O,10,42925,0.0,0.0,202512-202605,0
O,10,45266,0.0,0.0,202512-202605,0
O,10,45557,0.0,0.0,202512-202605,0
O,10,23245,0.0,0.0,202512-202605,0
O,10,25259,0.0,0.0,202512-202605,0
O,10,23753,0.0,0.0,202512-202605,0
O,10,28642,0.0,0.0,202512-202605,0
O,10,42432,0.0,0.0,202512-202605,0
O,11,60384,0.0,0.0,202512-202605,0
O,10,30423,0.0,0.0,202512-202605,0
O,10,24479,0.0,0.0,202512-202605,0
O,10,25937,0.0,0.0,202512-202605,0
O,10,23364,0.0,0.0,202512-202605,0
O,10,25441,0.0,0.0,202512-202605,0
O,10,33492,0.0,0.0,202512-202605,0
O,10,28615,0.0,0.0,202512-202605,0
O,10,24707,0.0,0.0,202512-202605,0
O,10,25528,0.0,0.0,202512-202605,0
O,10,31517,0.0,0.0,202512-202605,0
O,10,26107,0.0,0.0,202512-202605,0
O,10,20070,0.0,0.0,202512-202605,0
O,10,36967,0.0,0.0,202512-202605,0
O,10,31998,0.0,0.0,202512-202605,0
O,10,32602,0.0,0.0,202512-202605,0
O,10,33422,0.0,0.0,202512-202605,0
O,10,33374,0.0,0.0,202512-202605,0
O,10,28330,0.0,0.0,202512-202605,0
O,10,34471,0.0,0.0,202512-202605,0
O,10,35169,0.0,0.0,202512-202605,0
O,10,31163,0.0,0.0,202512-202605,0
O,10,31638,0.0,0.0,202512-202605,0
O,10,35407,0.0,0.0,202512-202605,0
O,10,32238,0.0,0.0,202512-202605,0
O,10,42556,0.0,0.0,202512-202605,0
O,10,36090,0.0,0.0,202512-202605,0
O,10,43375,0.0,0.0,202512-202605,0
O,10,33338,0.0,0.0,202512-202605,0
O,11,60098,0.0,0.0,202512-202605,0
O,10,33730,0.0,0.0,202512-202605,0
O,11,60981,0.0,0.0,202512-202605,0
O,10,20897,0.0,0.0,202512-202605,0
O,10,42838,0.0,0.0,202512-202605,0
O,10,41858,0.0,0.0,202512-202605,0
O,10,22182,0.0,0.0,202512-202605,0
O,10,43934,0.0,0.0,202512-202605,0
O,10,25988,0.0,0.0,202512-202605,0
O,10,25267,0.0,0.0,202512-202605,0
O,10,46558,0.0,0.0,202512-202605,0
O,10,43433,0.0,0.0,202512-202605,0
O,10,16522,0.0,0.0,202512-202605,0
O,10,27952,0.0,0.0,202512-202605,0
O,10,47593,0.0,0.0,202512-202605,0
O,10,31150,0.0,0.0,202512-202605,0
O,10,29704,0.0,0.0,202512-202605,0
O,10,29706,0.0,0.0,202512-202605,0
O,10,29216,0.0,0.0,202512-202605,0
O,10,24168,0.0,0.0,202512-202605,0
O,10,39959,0.0,0.0,202512-202605,0
O,09,09518,0.0,0.0,202512-202605,0
O,09,14357,0.0,0.0,202512-202605,0
O,10,44019,0.0,0.0,202512-202605,0
O,10,33308,0.0,0.0,202512-202605,0
O,10,33363,0.0,0.0,202512-202605,0
O,10,46657,0.0,0.0,202512-202605,0
O,10,33437,0.0,0.0,202512-202605,0
O,10,46325,0.0,0.0,202512-202605,0
O,10,32802,0.0,0.0,202512-202605,0
O,09,07223,0.0,0.0,202512-202605,0
O,09,14646,0.0,0.0,202512-202605,0
O,10,35756,0.0,0.0,202512-202605,0
O,09,12533,0.0,0.0,202512-202605,0
O,10,39699,0.0,0.0,202512-202605,0
O,10,38890,0.0,0.0,202512-202605,0
O,10,38728,0.0,0.0,202512-202605,0
O,10,38938,0.0,0.0,202512-202605,0
O,10,44666,0.0,0.0,202512-202605,0
O,09,10019,0.0,0.0,202512-202605,0
O,10,32344,0.0,0.0,202512-202605,0
O,10,44000,0.0,0.0,202512-202605,0
O,10,47204,0.0,0.0,202512-202605,0
O,10,46044,0.0,0.0,202512-202605,0
O,10,43089,0.0,0.0,202512-202605,0
O,10,40777,0.0,0.0,202512-202605,0
O,10,29705,0.0,0.0,202512-202605,0
O,10,31270,0.0,0.0,202512-202605,0
O,10,45545,0.0,0.0,202512-202605,0
O,10,25154,0.0,0.0,202512-202605,0
O,10,32562,0.0,0.0,202512-202605,0
O,10,32901,0.0,0.0,202512-202605,0
O,10,33373,0.0,0.0,202512-202605,0
O,11,62782,0.0,0.0,202512-202605,0
O,10,31026,0.0,0.0,202512-202605,0
O,10,27139,0.0,0.0,202512-202605,0
O,10,36976,0.0,0.0,202512-202605,0
O,10,33375,0.0,0.0,202512-202605,0
O,10,33762,0.0,0.0,202512-202605,0
O,10,33190,0.0,0.0,202512-202605,0
O,10,40833,0.0,0.0,202512-202605,0
O,10,35321,0.0,0.0,202512-202605,0
O,10,37833,0.0,0.0,202512-202605,0
O,10,40903,0.0,0.0,202512-202605,0
O,10,46085,0.0,0.0,202512-202605,0
O,10,37436,0.0,0.0,202512-202605,0
O,10,28729,0.0,0.0,202512-202605,0
O,10,37105,0.0,0.0,202512-202605,0
G,09,030953,0.0,0.0,202512-202605,0
G,09,053995,0.0,0.0,202512-202605,0
G,10,058527,0.0,0.0,202512-202605,0
G,09,030954,0.0,0.0,202512-202605,0
G,09,146659,0.0,0.0,202512-202605,0
G,10,277131,0.0,0.0,202512-202605,0
G,10,061752,0.0,0.0,202512-202605,0
G,10,109736,0.0,0.0,202512-202605,0
G,10,059219,0.0,0.0,202512-202605,0
G,10,059388,0.0,0.0,202512-202605,0
G,10,250702,0.0,0.0,202512-202605,0
O,10,43341,0.0,0.0,202512-202605,0
O,10,43936,0.0,0.0,202512-202605,0
O,10,44670,0.0,0.0,202512-202605,0
O,10,40558,0.0,0.0,202512-202605,0
O,10,45074,0.0,0.0,202512-202605,0
O,10,42274,0.0,0.0,202512-202605,0
O,10,45754,0.0,0.0,202512-202605,0
O,10,40276,0.0,0.0,202512-202605,0
O,10,44234,0.0,0.0,202512-202605,0
O,10,18887,0.0,0.0,202512-202605,0
O,10,45753,0.0,0.0,202512-202605,0
O,10,45760,0.0,0.0,202512-202605,0
G,09,213105,0.0,0.0,202512-202605,0
G,10,095249,0.0,0.0,202512-202605,0
G,10,032602,0.0,0.0,202512-202605,0
O,10,29283,0.0,0.0,202512-202605,0
O,10,17492,0.0,0.0,202512-202605,0
O,10,27774,0.0,0.0,202512-202605,0
O,09,15311,0.0,0.0,202512-202605,0
O,10,45853,0.0,0.0,202512-202605,0
O,10,45903,0.0,0.0,202512-202605,0
O,10,25114,0.0,0.0,202512-202605,0
O,10,25460,0.0,0.0,202512-202605,0
G,10,153517,0.0,0.0,202512-202605,0
G,10,134835,0.0,0.0,202512-202605,0
G,10,136706,0.0,0.0,202512-202605,0
G,10,197548,0.0,0.0,202512-202605,0
O,10,31956,0.0,0.0,202512-202605,0
O,10,42601,0.0,0.0,202512-202605,0
O,09,18183,0.0,0.0,202512-202605,0
O,09,18664,0.0,0.0,202512-202605,0
O,10,20209,0.0,0.0,202512-202605,0
G,10,065879,0.0,0.0,202512-202605,0
G,10,055438,0.0,0.0,202512-202605,0
G,10,274332,0.0,0.0,202512-202605,0
G,09,019339,0.0,0.0,202512-202605,0
G,10,251611,0.0,0.0,202512-202605,0
G,10,260005,0.0,0.0,202512-202605,0
G,10,152788,0.0,0.0,202512-202605,0
G,10,257999,0.0,0.0,202512-202605,0
G,10,241694,0.0,0.0,202512-202605,0
G,10,234730,0.0,0.0,202512-202605,0
G,10,021104,0.0,0.0,202512-202605,0
G,10,201307,0.0,0.0,202512-202605,0
G,10,105943,0.0,0.0,202512-202605,0
O,10,31057,0.0,0.0,202512-202605,0
O,09,18248,0.0,0.0,202512-202605,0
O,09,18364,0.0,0.0,202512-202605,0
O,10,42834,0.0,0.0,202512-202605,0
O,10,24538,0.0,0.0,202512-202605,0
O,09,18363,0.0,0.0,202512-202605,0
O,10,40044,0.0,0.0,202512-202605,0
O,10,18484,0.0,0.0,202512-202605,0
O,10,38350,0.0,0.0,202512-202605,0
O,10,25158,0.0,0.0,202512-202605,0
G,10,173391,0.0,0.0,202512-202605,0
G,10,234127,0.0,0.0,202512-202605,0
G,10,176397,0.0,0.0,202512-202605,0
G,10,271237,0.0,0.0,202512-202605,0
G,10,155481,0.0,0.0,202512-202605,0
G,10,099414,0.0,0.0,202512-202605,0
G,10,109916,0.0,0.0,202512-202605,0
G,10,104521,0.0,0.0,202512-202605,0
O,09,18583,0.0,0.0,202512-202605,0
O,10,42757,0.0,0.0,202512-202605,0
O,09,18673,0.0,0.0,202512-202605,0
O,09,18605,0.0,0.0,202512-202605,0
O,09,18593,0.0,0.0,202512-202605,0
O,10,29662,0.0,0.0,202512-202605,0
O,10,38588,0.0,0.0,202512-202605,0
O,10,43220,0.0,0.0,202512-202605,0
O,10,41169,0.0,0.0,202512-202605,0
O,10,40721,0.0,0.0,202512-202605,0
O,10,40804,0.0,0.0,202512-202605,0
O,10,20434,0.0,0.0,202512-202605,0
G,10,208211,0.0,0.0,202512-202605,0
G,10,075724,0.0,0.0,202512-202605,0
G,10,036404,0.0,0.0,202512-202605,0
G,10,206111,0.0,0.0,202512-202605,0
G,10,248631,0.0,0.0,202512-202605,0
G,10,069138,0.0,0.0,202512-202605,0
G,10,069640,0.0,0.0,202512-202605,0
G,10,164402,0.0,0.0,202512-202605,0
G,10,160327,0.0,0.0,202512-202605,0
G,10,072948,0.0,0.0,202512-202605,0
G,10,075491,0.0,0.0,202512-202605,0
G,10,074167,0.0,0.0,202512-202605,0
G,10,237867,0.0,0.0,202512-202605,0
G,10,248629,0.0,0.0,202512-202605,0
G,10,248626,0.0,0.0,202512-202605,0
G,09,201728,0.0,0.0,202512-202605,0
G,10,215438,0.0,0.0,202512-202605,0
O,10,27838,0.0,0.0,202512-202605,0
O,09,18372,0.0,0.0,202512-202605,0
O,10,30997,0.0,0.0,202512-202605,0
O,09,11802,0.0,0.0,202512-202605,0
O,09,14002,0.0,0.0,202512-202605,0
O,10,26230,0.0,0.0,202512-202605,0
O,09,15033,0.0,0.0,202512-202605,0
O,09,15541,0.0,0.0,202512-202605,0
O,09,17431,0.0,0.0,202512-202605,0
O,10,38916,0.0,0.0,202512-202605,0
O,09,17686,0.0,0.0,202512-202605,0
O,09,14108,0.0,0.0,202512-202605,0
O,09,14278,0.0,0.0,202512-202605,0
O,09,16783,0.0,0.0,202512-202605,0
O,10,37731,0.0,0.0,202512-202605,0
O,09,17172,0.0,0.0,202512-202605,0
O,09,06630,0.0,0.0,202512-202605,0
O,09,17647,0.0,0.0,202512-202605,0
O,09,09226,0.0,0.0,202512-202605,0
O,09,18430,0.0,0.0,202512-202605,0
O,09,17996,0.0,0.0,202512-202605,0
O,09,18094,0.0,0.0,202512-202605,0
O,09,18484,0.0,0.0,202512-202605,0
O,09,14033,0.0,0.0,202512-202605,0
O,09,04694,0.0,0.0,202512-202605,0
O,09,14007,0.0,0.0,202512-202605,0
O,09,05330,0.0,0.0,202512-202605,0
O,09,08855,0.0,0.0,202512-202605,0
O,09,07934,0.0,0.0,202512-202605,0
O,09,17571,0.0,0.0,202512-202605,0
O,09,17672,0.0,0.0,202512-202605,0
O,09,17990,0.0,0.0,202512-202605,0
O,09,13946,0.0,0.0,202512-202605,0
O,09,14044,0.0,0.0,202512-202605,0
O,10,25841,0.0,0.0,202512-202605,0
O,09,16780,0.0,0.0,202512-202605,0
O,10,24505,0.0,0.0,202512-202605,0
O,09,14011,0.0,0.0,202512-202605,0
O,09,04727,0.0,0.0,202512-202605,0
O,09,17703,0.0,0.0,202512-202605,0
O,09,14166,0.0,0.0,202512-202605,0
O,09,14167,0.0,0.0,202512-202605,0
O,09,16909,0.0,0.0,202512-202605,0
O,09,17994,0.0,0.0,202512-202605,0
O,10,35499,0.0,0.0,202512-202605,0
O,09,16440,0.0,0.0,202512-202605,0
O,09,17057,0.0,0.0,202512-202605,0
O,09,14043,0.0,0.0,202512-202605,0
O,09,14171,0.0,0.0,202512-202605,0
O,09,16417,0.0,0.0,202512-202605,0
O,09,16630,0.0,0.0,202512-202605,0
O,09,16674,0.0,0.0,202512-202605,0
O,10,39224,0.0,0.0,202512-202605,0
O,09,17513,0.0,0.0,202512-202605,0
O,09,16153,0.0,0.0,202512-202605,0
O,09,15496,0.0,0.0,202512-202605,0
O,09,18475,0.0,0.0,202512-202605,0
O,09,16868,0.0,0.0,202512-202605,0
O,09,18230,0.0,0.0,202512-202605,0
O,10,25965,0.0,0.0,202512-202605,0
O,10,25650,0.0,0.0,202512-202605,0
O,10,26621,0.0,0.0,202512-202605,0
O,09,09308,0.0,0.0,202512-202605,0
O,09,06271,0.0,0.0,202512-202605,0
O,10,05386,0.0,0.0,202512-202605,0
O,09,14219,0.0,0.0,202512-202605,0
O,09,14269,0.0,0.0,202512-202605,0
O,09,14622,0.0,0.0,202512-202605,0
O,09,15131,0.0,0.0,202512-202605,0
O,09,18473,0.0,0.0,202512-202605,0
O,09,18555,0.0,0.0,202512-202605,0
